,loan_status,loan_amnt,grade,home_ownership,annual_inc,age,emp_cat,ir_cat
20469,0,6250,D,RENT,29100,22,0-15,13.5+
13571,0,6000,A,RENT,70000,36,0-15,0-8
28172,0,9000,C,MORTGAGE,132000,23,0-15,11-13.5
20152,0,15000,B,MORTGAGE,98000,27,0-15,11-13.5
23348,0,10000,A,OWN,150000,27,0-15,11-Aug
18672,0,15000,D,MORTGAGE,140000,23,0-15,13.5+
24420,0,11700,C,MORTGAGE,55600,24,0-15,13.5+
25364,0,7800,B,RENT,59000,25,0-15,11-13.5
16453,0,8000,A,RENT,50000,28,0-15,0-8
4100,0,10000,B,MORTGAGE,80000,25,0-15,Missing
1645,0,18000,E,RENT,180000,24,15-30,13.5+
21644,0,6000,A,RENT,60495,23,0-15,Missing
17207,0,4800,A,RENT,56048,29,0-15,0-8
11149,0,3800,B,RENT,60000,39,0-15,11-Aug
28103,0,7000,A,MORTGAGE,67000,25,0-15,11-Aug
15190,0,6000,B,OWN,36000,23,0-15,11-Aug
2026,0,2700,B,RENT,15000,30,0-15,11-13.5
23458,0,18500,B,MORTGAGE,108000,26,0-15,11-13.5
16015,0,3000,B,RENT,30000,22,0-15,11-13.5
18274,0,8000,A,MORTGAGE,38000,24,0-15,0-8
18034,0,8000,C,MORTGAGE,73000,24,0-15,11-13.5
16180,0,5400,A,MORTGAGE,50000,32,0-15,0-8
23009,0,10000,C,RENT,50000,30,0-15,11-13.5
1029,0,10000,B,RENT,56000,35,0-15,11-13.5
7518,0,6000,B,MORTGAGE,93000,26,15-30,11-Aug
15433,0,1600,E,RENT,25200,33,0-15,13.5+
28706,0,9800,A,MORTGAGE,60000,26,0-15,0-8
26981,0,2000,D,RENT,63996,24,15-30,13.5+
1093,0,7000,A,RENT,33000,31,0-15,11-Aug
9116,0,1925,B,MORTGAGE,54996,23,0-15,11-Aug
22570,0,10000,B,MORTGAGE,65000,27,0-15,11-13.5
20368,0,14000,B,MORTGAGE,170000,30,0-15,11-Aug
22637,0,21000,A,OWN,150000,26,0-15,Missing
17633,0,15000,C,OWN,36960,28,0-15,13.5+
953,0,15000,A,OWN,44500,32,0-15,0-8
12574,0,3000,C,RENT,38000,24,0-15,11-13.5
13007,0,4500,C,RENT,138000,25,0-15,11-13.5
8989,0,5975,A,MORTGAGE,36000,22,0-15,0-8
11937,0,10000,B,MORTGAGE,44000,38,0-15,11-Aug
6539,0,9800,A,MORTGAGE,56500,23,0-15,Missing
1333,0,2000,C,MORTGAGE,70000,23,0-15,11-13.5
24887,0,4000,A,RENT,34000,32,0-15,0-8
4208,0,13000,B,RENT,83195,25,0-15,11-13.5
13140,0,25000,C,MORTGAGE,232500,26,0-15,13.5+
5847,0,21000,B,MORTGAGE,60000,23,0-15,Missing
23887,0,24000,B,MORTGAGE,63324,31,0-15,11-13.5
8262,0,16800,C,RENT,66000,22,15-30,11-13.5
11465,0,2000,A,RENT,14400,21,0-15,0-8
12211,0,5000,B,OWN,40000,28,0-15,11-Aug
3361,0,17500,A,MORTGAGE,65000,30,0-15,Missing
16326,0,25000,E,MORTGAGE,92000,24,0-15,13.5+
11228,0,6000,A,MORTGAGE,70000,34,0-15,Missing
19766,0,8000,C,RENT,45000,27,0-15,13.5+
27613,0,4800,A,OWN,75000,22,15-30,0-8
24181,0,25000,B,OWN,45996,25,0-15,11-13.5
20700,0,18000,C,RENT,62000,22,0-15,13.5+
3282,0,8000,D,MORTGAGE,60000,26,0-15,13.5+
11527,0,3000,C,MORTGAGE,45000,22,0-15,Missing
17318,0,15000,B,RENT,72000,27,0-15,11-13.5
6781,0,4000,A,RENT,70000,26,0-15,0-8
15141,0,15000,C,RENT,45000,35,0-15,Missing
2638,0,15000,B,RENT,44000,27,0-15,Missing
9148,0,4800,A,MORTGAGE,60000,22,0-15,0-8
20002,0,7500,D,RENT,25400,29,0-15,13.5+
832,0,12000,B,MORTGAGE,65000,24,0-15,11-13.5
11903,0,12000,B,RENT,85000,39,0-15,11-Aug
2003,0,8000,C,RENT,30188.4,23,0-15,13.5+
18917,0,10800,B,MORTGAGE,100800,24,0-15,11-Aug
20413,0,5000,A,MORTGAGE,33600,22,0-15,0-8
23582,0,5200,B,RENT,26000,21,0-15,11-13.5
24721,0,2200,A,MORTGAGE,58000,24,0-15,0-8
18800,0,5000,A,RENT,50004,24,0-15,0-8
4794,0,20000,B,MORTGAGE,132650,28,15-30,11-Aug
15147,0,5500,D,RENT,20400,23,0-15,Missing
7639,0,5000,A,RENT,35000,23,0-15,0-8
17215,0,5000,B,RENT,12360,21,Missing,11-Aug
24813,0,5000,C,RENT,39500,38,0-15,11-13.5
8497,0,16000,C,RENT,45000,41,0-15,11-13.5
3666,0,21000,A,MORTGAGE,120000,25,0-15,0-8
9017,0,5000,B,MORTGAGE,99600,22,0-15,11-Aug
27231,0,2500,B,RENT,95800,27,0-15,11-13.5
8954,0,6400,D,RENT,38000,34,0-15,13.5+
12428,0,17000,B,RENT,60000,23,0-15,11-13.5
26665,0,15000,D,RENT,90000,24,0-15,13.5+
1787,0,6400,A,RENT,32000,23,0-15,11-Aug
14887,0,1200,E,OWN,30000,25,0-15,13.5+
9708,0,5000,A,MORTGAGE,64500,23,0-15,Missing
25125,0,25000,B,MORTGAGE,1.00E+05,23,0-15,11-13.5
25261,0,20000,B,MORTGAGE,50004,29,0-15,11-13.5
20327,0,3600,A,RENT,50350,21,0-15,0-8
13507,0,10000,A,MORTGAGE,62316,21,15-30,0-8
1754,0,5100,A,MORTGAGE,36000,25,0-15,11-Aug
15107,0,25000,C,MORTGAGE,120000,25,0-15,13.5+
12048,0,4000,B,MORTGAGE,54000,25,0-15,11-13.5
9917,0,2400,A,MORTGAGE,57200,25,0-15,0-8
2581,0,10000,C,MORTGAGE,65000,38,0-15,11-13.5
14733,0,2500,C,RENT,13200,42,0-15,Missing
26763,0,20000,D,MORTGAGE,65400,23,0-15,13.5+
6482,0,25000,D,RENT,72000,24,0-15,13.5+
8991,0,4800,B,RENT,60000,46,0-15,11-13.5
8699,0,2400,B,MORTGAGE,33280,32,0-15,11-Aug
8656,0,4750,B,RENT,60000,30,0-15,11-Aug
18676,0,5000,C,OWN,20000,22,0-15,13.5+
6835,0,15000,B,MORTGAGE,62916,21,15-30,11-13.5
24020,0,15000,B,MORTGAGE,70000,23,0-15,11-13.5
24446,0,12800,B,RENT,56004,41,0-15,11-13.5
12613,0,4000,B,MORTGAGE,150000,33,0-15,11-Aug
998,0,12000,C,OWN,79768,24,0-15,11-13.5
14686,0,12000,B,RENT,87000,24,0-15,11-Aug
24622,0,7500,C,RENT,99504,31,0-15,13.5+
11050,0,11000,B,RENT,50000,21,0-15,11-Aug
12102,0,10000,A,MORTGAGE,73000,27,15-30,0-8
18268,0,10000,C,RENT,59200,56,0-15,13.5+
9898,0,9000,A,MORTGAGE,59000,23,0-15,11-Aug
5917,0,7000,C,OWN,19200,48,0-15,Missing
416,0,3150,C,RENT,53000,36,0-15,13.5+
28567,0,25000,B,MORTGAGE,37000,24,0-15,11-Aug
10216,0,4800,A,MORTGAGE,46576,27,0-15,Missing
17671,0,8000,C,MORTGAGE,50000,23,0-15,13.5+
594,0,14000,A,MORTGAGE,108000,36,0-15,11-Aug
27489,0,17525,C,MORTGAGE,151800,30,0-15,11-13.5
19158,0,25000,B,MORTGAGE,80000,23,Missing,11-Aug
27491,0,5100,A,RENT,56000,26,0-15,0-8
14942,0,9600,D,RENT,63000,25,0-15,13.5+
7500,0,6000,B,MORTGAGE,65000,24,0-15,11-Aug
25284,0,3500,A,OTHER,48732,24,0-15,11-Aug
4069,0,1000,B,RENT,1.00E+05,30,0-15,11-13.5
17524,0,8000,F,RENT,35000,23,0-15,13.5+
25599,0,4000,D,MORTGAGE,38000,22,0-15,13.5+
10404,0,15000,D,OWN,80000,35,0-15,13.5+
2248,0,2800,C,RENT,45000,22,0-15,11-13.5
26682,0,10000,C,RENT,50004,24,0-15,13.5+
15045,0,16000,C,MORTGAGE,43200,24,0-15,Missing
10968,0,7975,A,MORTGAGE,40800,22,0-15,0-8
4864,0,5000,A,MORTGAGE,78000,24,0-15,0-8
24324,0,20500,D,MORTGAGE,90000,27,0-15,13.5+
5997,0,35000,A,MORTGAGE,122880,27,0-15,11-Aug
15927,0,4000,A,OWN,25000,27,0-15,Missing
10033,0,4000,A,MORTGAGE,90000,23,0-15,0-8
2462,0,18000,A,MORTGAGE,46000,27,0-15,0-8
4965,0,10825,B,RENT,35000,44,0-15,11-Aug
21177,0,24500,F,MORTGAGE,92000,28,0-15,13.5+
17384,0,4000,A,MORTGAGE,95000,23,0-15,0-8
26679,0,16000,E,MORTGAGE,67000,23,0-15,13.5+
12292,0,5075,A,RENT,33600,25,0-15,0-8
25087,0,7200,E,MORTGAGE,82000,26,15-30,13.5+
9161,0,13600,D,MORTGAGE,65000,23,0-15,13.5+
18871,0,10000,A,RENT,40000,48,0-15,Missing
11882,0,2500,A,MORTGAGE,42000,21,0-15,0-8
20084,0,11000,A,MORTGAGE,126000,26,0-15,0-8
5498,0,4800,B,OWN,120000,27,30-45,11-Aug
4703,0,26000,C,RENT,85000,45,0-15,13.5+
24265,0,15600,B,MORTGAGE,75000,31,0-15,11-13.5
22136,0,24250,B,RENT,287000,23,0-15,11-13.5
12193,0,8000,A,MORTGAGE,106800,35,Missing,0-8
11362,0,5000,B,RENT,63000,27,15-30,11-Aug
3975,0,2400,B,RENT,38400,27,0-15,11-Aug
4422,0,2200,B,RENT,38400,25,0-15,11-13.5
21741,0,5000,C,RENT,36000,22,Missing,11-13.5
21057,0,5000,C,RENT,72516,30,0-15,13.5+
6720,0,3000,C,RENT,90000,34,0-15,13.5+
11703,0,4500,B,RENT,48000,26,15-30,11-13.5
10515,0,5000,A,MORTGAGE,32400,22,Missing,0-8
5626,0,8000,A,RENT,75000,22,0-15,0-8
17753,0,25000,B,RENT,53196,32,0-15,11-13.5
5507,0,1000,C,MORTGAGE,72000,24,0-15,13.5+
28917,0,3000,A,RENT,72000,23,0-15,0-8
25844,0,6500,B,RENT,59000,22,0-15,11-Aug
17851,0,15000,B,RENT,59200,27,0-15,11-Aug
9642,0,8000,B,MORTGAGE,68000,25,15-30,Missing
15261,0,12000,A,RENT,84000,24,0-15,0-8
8480,0,7200,A,MORTGAGE,29000,26,30-45,11-Aug
6537,0,6000,B,MORTGAGE,45000,31,15-30,11-Aug
7121,0,1500,C,RENT,8400,24,Missing,13.5+
18116,0,2500,C,MORTGAGE,60000,34,0-15,13.5+
1898,0,3600,C,RENT,36000,34,0-15,11-13.5
4115,0,17000,A,MORTGAGE,70000,24,0-15,0-8
5982,0,10000,A,RENT,42000,23,0-15,0-8
28128,0,7500,C,MORTGAGE,60000,32,0-15,11-13.5
23107,0,12000,B,MORTGAGE,120000,65,0-15,11-13.5
6774,0,9000,B,MORTGAGE,85000,61,0-15,11-Aug
22276,0,4000,B,MORTGAGE,155000,22,0-15,11-13.5
28248,0,15000,E,RENT,66000,42,0-15,Missing
8087,0,7000,A,RENT,35000,24,0-15,0-8
18233,0,14000,A,RENT,60000,29,0-15,0-8
1354,0,7200,A,RENT,37245,24,0-15,11-Aug
4191,0,12000,B,RENT,50000,21,0-15,11-13.5
7828,0,3000,B,MORTGAGE,120000,30,0-15,11-13.5
12093,0,8000,B,RENT,47000,26,0-15,11-Aug
20777,0,5000,C,RENT,45000,28,0-15,11-13.5
18343,0,2200,A,RENT,15000,25,0-15,0-8
28365,0,3500,A,RENT,30000,21,0-15,Missing
2035,0,7000,C,RENT,39000,31,0-15,Missing
8375,0,15000,A,MORTGAGE,90000,25,0-15,11-Aug
27371,0,10000,A,OTHER,40000,29,0-15,0-8
8354,0,12000,B,RENT,60000,30,0-15,11-Aug
17286,0,25000,B,MORTGAGE,85000,23,0-15,11-Aug
10096,0,6400,A,RENT,36000,26,0-15,0-8
25799,0,15000,B,OTHER,1.00E+05,23,0-15,Missing
2188,0,12000,A,MORTGAGE,60000,25,0-15,0-8
19971,0,1500,C,RENT,9600,30,0-15,11-13.5
14437,0,8000,B,RENT,55000,23,0-15,11-Aug
28659,0,6400,A,MORTGAGE,50000,25,0-15,11-Aug
11846,0,25000,C,MORTGAGE,70000,24,0-15,Missing
814,0,6000,C,MORTGAGE,50000,31,0-15,11-13.5
13758,0,25000,D,MORTGAGE,130000,40,0-15,13.5+
3314,0,4000,A,MORTGAGE,74448,24,0-15,Missing
25083,0,1250,B,OWN,29500,36,0-15,11-13.5
7162,0,10000,B,RENT,80000,43,0-15,11-13.5
6807,0,6000,C,MORTGAGE,45600,58,15-30,11-13.5
18678,0,6500,A,OWN,75200,24,0-15,0-8
21335,0,10000,B,RENT,38000,26,0-15,Missing
12271,0,10000,D,RENT,26400,22,0-15,13.5+
20262,0,11000,B,MORTGAGE,69000,24,0-15,11-Aug
24019,0,10000,A,MORTGAGE,65000,24,0-15,11-Aug
12328,0,7200,D,RENT,37000,23,0-15,13.5+
20205,0,8000,A,RENT,63000,27,0-15,0-8
9605,0,4800,A,MORTGAGE,76176,29,0-15,0-8
4213,0,10250,A,RENT,60000,25,0-15,0-8
943,0,12000,A,RENT,75000,28,0-15,0-8
26731,0,12000,C,RENT,55008,22,0-15,13.5+
23168,0,8000,D,RENT,38000,40,0-15,13.5+
12563,0,24000,C,MORTGAGE,106000,27,0-15,13.5+
19376,0,18000,C,RENT,50000,31,0-15,11-13.5
2190,0,1500,A,MORTGAGE,48000,36,0-15,11-Aug
26775,0,6950,A,MORTGAGE,30000,22,0-15,11-Aug
25468,0,16000,D,RENT,45000,25,0-15,13.5+
12457,0,5000,C,RENT,55000,27,15-30,13.5+
14448,0,15000,A,RENT,33600,27,0-15,0-8
28268,0,12000,C,OWN,51000,39,0-15,11-13.5
26312,0,14000,A,RENT,125000,29,0-15,11-Aug
25294,0,7200,A,MORTGAGE,87000,27,0-15,11-Aug
15517,0,8900,A,RENT,80000,30,0-15,0-8
5463,0,2425,A,RENT,36000,23,0-15,11-Aug
5162,0,12000,B,MORTGAGE,78000,28,15-30,11-Aug
20723,0,18000,B,MORTGAGE,73200,27,0-15,11-Aug
15198,0,12000,C,OWN,63996,29,0-15,11-13.5
27104,0,5800,C,MORTGAGE,53000,57,0-15,11-13.5
19384,0,15000,E,MORTGAGE,78300,23,0-15,13.5+
9977,0,20000,A,RENT,85000,23,0-15,0-8
3241,0,12000,A,MORTGAGE,90000,24,0-15,0-8
2634,0,8000,A,RENT,15500,21,0-15,0-8
8049,0,7000,A,OWN,29112,28,0-15,0-8
15457,0,6000,C,RENT,49200,21,0-15,13.5+
10647,0,1000,A,RENT,49000,25,0-15,0-8
14419,0,5000,A,MORTGAGE,54000,32,0-15,0-8
23814,0,7000,F,RENT,60000,27,0-15,13.5+
16858,0,7000,D,RENT,61392,42,15-30,13.5+
25700,0,5000,A,RENT,120000,26,0-15,0-8
13511,0,15000,F,RENT,79000,30,0-15,Missing
23242,0,4000,E,OWN,14400,23,0-15,13.5+
27901,0,7500,B,OWN,30000,24,0-15,11-Aug
20316,0,25000,B,MORTGAGE,80000,26,15-30,Missing
13557,0,8400,D,RENT,33144,35,0-15,13.5+
16754,0,3000,E,MORTGAGE,75000,29,0-15,13.5+
21323,0,5500,B,MORTGAGE,85000,27,0-15,11-13.5
5045,0,14000,A,RENT,90000,26,0-15,0-8
1806,0,12000,A,RENT,45000,22,0-15,0-8
174,0,1500,D,MORTGAGE,144000,24,0-15,13.5+
23846,0,18000,A,MORTGAGE,120000,22,0-15,11-Aug
11708,0,3625,E,OWN,16020,24,Missing,13.5+
7622,0,8000,B,RENT,26400,35,0-15,Missing
16010,0,10000,D,RENT,33900,28,0-15,13.5+
2789,0,1500,E,RENT,18000,22,0-15,13.5+
10927,0,3000,A,MORTGAGE,72000,24,0-15,Missing
1586,0,7100,C,MORTGAGE,40000,25,15-30,Missing
23309,0,13000,G,RENT,156000,31,0-15,13.5+
29033,0,4000,A,OWN,61800,25,0-15,0-8
23239,0,6000,B,RENT,94773.24,28,0-15,11-13.5
6186,0,1500,A,RENT,24000,21,0-15,Missing
14187,0,10000,B,RENT,50000,30,0-15,11-Aug
12023,0,1500,D,RENT,24000,26,0-15,13.5+
27325,0,15000,C,RENT,60000,33,0-15,13.5+
16510,0,9975,B,MORTGAGE,57770,27,0-15,11-13.5
1726,0,3000,B,RENT,28800,25,0-15,11-13.5
10832,0,35000,C,RENT,170000,30,0-15,11-13.5
5860,0,2000,B,MORTGAGE,51000,30,0-15,11-Aug
22613,0,12000,A,MORTGAGE,45000,27,0-15,11-Aug
11473,0,2000,A,RENT,37000,24,0-15,0-8
27462,0,6500,A,RENT,50000,31,0-15,11-Aug
239,0,13000,B,RENT,110000,40,0-15,11-Aug
16026,0,7000,A,MORTGAGE,66352,29,0-15,0-8
26450,0,20000,D,OTHER,79404,25,0-15,13.5+
14864,0,6000,B,RENT,42000,25,0-15,Missing
26579,0,13750,C,RENT,33000,41,0-15,13.5+
17116,0,14500,C,RENT,35000,27,0-15,13.5+
24360,0,20000,E,RENT,59000,26,0-15,13.5+
3782,0,6500,A,RENT,68000,27,0-15,0-8
20836,0,2500,B,MORTGAGE,43200,26,15-30,11-Aug
10439,0,9000,A,MORTGAGE,95000,22,0-15,11-Aug
8456,0,12000,A,MORTGAGE,1.00E+05,31,0-15,0-8
8358,0,8400,B,RENT,56000,23,0-15,11-Aug
8172,0,8000,B,OWN,21600,28,0-15,11-13.5
28127,0,7000,A,RENT,46800,25,0-15,11-Aug
22091,0,2000,A,RENT,12000,23,0-15,0-8
20497,0,3000,B,RENT,27599,40,0-15,11-Aug
3435,0,16000,C,RENT,107000,28,0-15,11-13.5
2294,0,7500,A,MORTGAGE,83000,29,45+,11-Aug
27809,0,3500,C,RENT,175000,22,0-15,11-13.5
27406,0,20000,B,RENT,78000,23,0-15,11-13.5
8296,0,10625,D,MORTGAGE,30000,25,Missing,13.5+
12458,0,10400,A,MORTGAGE,76248,33,15-30,0-8
13608,0,15000,B,MORTGAGE,67000,39,0-15,11-Aug
19728,0,12600,C,MORTGAGE,62400,22,0-15,13.5+
1434,0,12000,B,RENT,120000,23,0-15,11-13.5
233,0,8000,B,RENT,150000,28,0-15,11-13.5
8549,0,13675,A,MORTGAGE,90000,23,0-15,0-8
24947,0,19800,B,RENT,116000,26,0-15,11-13.5
429,0,25000,B,MORTGAGE,76896,23,0-15,11-13.5
16929,0,3000,B,RENT,32640,26,0-15,11-Aug
5038,0,2000,C,MORTGAGE,37000,22,0-15,13.5+
5250,0,5000,A,RENT,65000,26,0-15,0-8
19897,0,14000,B,RENT,42000,27,0-15,11-Aug
2364,0,10000,A,RENT,45000,23,15-30,0-8
466,0,13200,A,MORTGAGE,62500,21,0-15,0-8
771,0,6000,C,RENT,30000,24,0-15,11-13.5
19388,0,7500,A,MORTGAGE,35000,36,0-15,Missing
6930,0,11975,B,RENT,30000,33,0-15,11-Aug
11879,0,7200,A,RENT,23000,39,Missing,Missing
4052,0,5000,C,RENT,38400,28,0-15,Missing
27359,0,10000,A,RENT,85000,39,0-15,11-Aug
15774,0,6000,A,MORTGAGE,56000,46,0-15,Missing
26869,0,7200,A,RENT,76668,26,15-30,11-Aug
23476,0,10000,A,MORTGAGE,75670,27,0-15,11-Aug
10911,0,33000,C,RENT,67746,24,0-15,11-13.5
5688,0,12000,B,RENT,40000,31,0-15,11-13.5
12471,0,18000,B,RENT,68004,29,0-15,11-Aug
17032,0,6000,C,MORTGAGE,97000,26,0-15,13.5+
15898,0,2000,C,RENT,70000,35,0-15,13.5+
10875,0,7200,A,MORTGAGE,32004,25,Missing,0-8
3370,0,20000,B,OWN,78885,23,0-15,11-13.5
12804,0,5800,A,RENT,144000,26,0-15,0-8
8682,0,20675,A,MORTGAGE,73000,34,0-15,Missing
28655,0,3200,A,RENT,18000,23,0-15,Missing
22391,0,8000,B,OWN,54000,25,0-15,11-13.5
3266,0,9250,B,OWN,75000,26,15-30,11-13.5
26329,0,4000,E,RENT,17600,38,0-15,13.5+
12640,0,12000,A,RENT,61000,25,0-15,0-8
23962,0,15000,A,MORTGAGE,130920,22,0-15,11-Aug
17833,0,4000,A,MORTGAGE,120000,26,0-15,0-8
25285,0,3600,A,MORTGAGE,44000,25,0-15,11-Aug
10894,0,4800,B,RENT,32000,22,0-15,11-13.5
7554,0,6000,B,MORTGAGE,42000,36,0-15,11-Aug
16200,0,5000,D,MORTGAGE,80000,29,0-15,13.5+
15588,0,10000,A,RENT,85000,26,0-15,Missing
9290,0,10000,A,RENT,75000,26,0-15,0-8
23988,0,25000,B,RENT,50000,23,0-15,11-13.5
477,0,10000,B,RENT,45000,25,0-15,11-13.5
4903,0,22000,B,RENT,82600,26,15-30,11-13.5
9882,0,12400,C,RENT,65000,32,15-30,11-13.5
14600,0,14500,A,MORTGAGE,35500,24,Missing,Missing
1909,0,12000,B,RENT,40000,37,0-15,11-Aug
8918,0,10000,C,RENT,67000,44,0-15,11-13.5
14608,0,9600,A,MORTGAGE,75000,26,15-30,0-8
22301,0,14000,D,RENT,40000,24,0-15,13.5+
6920,0,10000,D,MORTGAGE,120000,28,0-15,13.5+
22271,0,10000,B,RENT,52000,31,0-15,11-13.5
25105,0,3000,B,MORTGAGE,65200,24,0-15,11-13.5
3957,0,8000,C,RENT,50000,28,15-30,13.5+
15531,0,4800,A,MORTGAGE,55000,28,0-15,0-8
13923,0,3800,A,MORTGAGE,88000,26,15-30,0-8
17825,0,17500,D,RENT,32400,25,0-15,13.5+
15577,0,7000,A,RENT,60000,22,0-15,0-8
10465,0,15050,B,RENT,37800,30,0-15,11-Aug
17016,0,2400,C,OWN,78000,26,0-15,13.5+
6857,0,14400,B,MORTGAGE,139992,26,0-15,Missing
2842,0,35000,B,MORTGAGE,156000,26,0-15,11-Aug
18193,0,3500,B,RENT,41000,21,0-15,11-Aug
20051,0,2400,B,OWN,63500,38,0-15,11-13.5
18248,0,7000,A,OWN,47000,23,0-15,0-8
11077,0,35000,B,RENT,85000,22,15-30,11-Aug
21322,0,5200,A,RENT,38000,23,0-15,0-8
14433,0,12325,A,RENT,36000,33,0-15,0-8
27772,0,4000,A,RENT,41004,23,0-15,0-8
11791,0,8000,B,RENT,37876.8,24,0-15,11-Aug
19458,0,11200,B,RENT,69700,22,0-15,Missing
5989,0,11000,A,RENT,1.00E+05,24,0-15,0-8
12347,0,11625,B,MORTGAGE,96000,26,0-15,11-Aug
2469,0,5000,A,MORTGAGE,140000,30,0-15,11-Aug
26650,0,5500,A,MORTGAGE,57000,24,0-15,0-8
2946,0,5000,A,MORTGAGE,124800,23,0-15,0-8
2367,0,2000,B,RENT,8400,23,Missing,11-Aug
19334,0,25000,B,RENT,156000,30,0-15,11-Aug
1515,0,5600,A,RENT,49000,31,0-15,0-8
26902,0,15000,A,MORTGAGE,57552,37,0-15,11-Aug
13190,0,18000,B,MORTGAGE,115000,28,15-30,11-Aug
2022,0,1925,B,OWN,69600,23,0-15,11-Aug
9689,0,3000,A,MORTGAGE,30000,21,0-15,0-8
19141,0,10000,A,RENT,88000,29,0-15,0-8
10769,0,6500,B,RENT,42000,23,0-15,11-Aug
23413,0,10000,A,RENT,36000,28,0-15,11-Aug
14356,0,25000,B,RENT,90000,32,0-15,11-Aug
6171,0,2000,A,MORTGAGE,32000,23,0-15,0-8
20703,0,3000,A,MORTGAGE,50000,28,0-15,Missing
5010,0,9600,D,RENT,48000,33,0-15,13.5+
13395,0,10000,A,MORTGAGE,42179.04,23,0-15,0-8
26823,0,14400,A,MORTGAGE,63996,24,0-15,11-Aug
16734,0,22000,A,RENT,99996,23,0-15,0-8
25185,0,13000,B,MORTGAGE,87000,25,0-15,11-13.5
6445,0,12375,B,MORTGAGE,50000,26,0-15,11-Aug
1160,0,16800,B,RENT,97000,26,0-15,11-13.5
6443,0,4500,C,RENT,110000,39,0-15,11-13.5
4816,0,11300,B,MORTGAGE,31000,28,0-15,11-Aug
24110,0,12000,B,RENT,30000,25,0-15,11-13.5
19815,0,10000,B,RENT,58100,28,0-15,11-Aug
9408,0,10000,A,MORTGAGE,62500,22,0-15,0-8
28680,0,15000,C,MORTGAGE,202000,38,0-15,11-13.5
11773,0,6000,A,OWN,116000,27,0-15,0-8
2854,0,12000,B,RENT,140000,28,0-15,11-Aug
28842,0,20000,C,RENT,38556,25,15-30,11-13.5
19561,0,8000,D,OWN,35004,24,0-15,13.5+
21614,0,5000,B,RENT,68648.26,24,0-15,11-Aug
13867,0,4000,D,RENT,36000,44,0-15,13.5+
8244,0,13000,B,MORTGAGE,45000,23,0-15,11-Aug
20452,0,9000,A,MORTGAGE,165000,40,15-30,0-8
26115,0,5500,A,OWN,60400,24,0-15,0-8
4825,0,4000,B,RENT,82350,32,15-30,11-Aug
23666,0,6000,B,RENT,48000,43,0-15,11-13.5
2399,0,8650,A,MORTGAGE,60000,28,0-15,11-Aug
144,0,24000,B,RENT,75000,22,0-15,11-13.5
21507,0,4000,C,MORTGAGE,55680,31,0-15,11-13.5
19065,0,2000,A,MORTGAGE,56004,22,0-15,0-8
4444,0,32000,A,MORTGAGE,135000,30,0-15,0-8
15575,0,25000,B,OWN,80000,23,15-30,11-Aug
1473,0,27050,C,RENT,60000,66,0-15,Missing
21612,0,21000,B,RENT,80000,36,15-30,11-13.5
12442,0,6500,B,MORTGAGE,52000,26,0-15,11-Aug
22516,0,9500,A,RENT,28000,26,0-15,11-Aug
13808,0,12000,B,MORTGAGE,50400,25,0-15,11-Aug
13142,0,6500,B,MORTGAGE,80000,28,0-15,11-13.5
25227,0,10500,C,RENT,51504,38,0-15,11-13.5
12973,0,10000,D,RENT,70000,36,0-15,13.5+
29056,0,3000,D,MORTGAGE,36153,35,0-15,11-13.5
27024,0,12000,C,OTHER,75000,47,0-15,11-13.5
10171,0,6000,B,RENT,120000,24,0-15,11-Aug
2095,0,6000,B,MORTGAGE,40000,23,0-15,Missing
17876,0,18000,A,RENT,72000,24,0-15,0-8
9623,0,4500,A,MORTGAGE,57000,30,0-15,0-8
10819,0,1350,C,RENT,69600,22,0-15,11-13.5
13275,0,12000,A,RENT,35000,27,0-15,0-8
17085,0,25000,C,RENT,80000,26,0-15,13.5+
20562,0,6800,A,RENT,37000,22,15-30,0-8
23659,0,5500,C,MORTGAGE,80160,44,0-15,13.5+
23961,0,5000,B,OWN,35000,22,45+,11-13.5
2564,0,16000,A,RENT,125000,22,0-15,0-8
27017,0,3600,A,MORTGAGE,62004,22,0-15,0-8
17360,0,6800,C,MORTGAGE,97000,24,0-15,13.5+
20256,0,20000,B,MORTGAGE,135000,31,0-15,11-13.5
3764,0,6400,C,MORTGAGE,97000,24,0-15,13.5+
25802,0,10000,B,MORTGAGE,75000,24,0-15,11-13.5
10532,0,3000,A,RENT,35000,27,0-15,11-Aug
12065,0,8000,D,RENT,35000,26,0-15,Missing
3459,0,3825,B,MORTGAGE,26000,25,0-15,11-13.5
4298,0,6000,A,MORTGAGE,80000,27,0-15,0-8
10185,0,8400,B,RENT,51300,26,0-15,11-13.5
15714,0,4500,B,MORTGAGE,63000,27,0-15,11-Aug
19743,0,6000,C,RENT,33000,22,0-15,13.5+
1991,0,9450,D,RENT,29000,32,15-30,13.5+
102,0,6000,B,RENT,90000,27,0-15,11-13.5
3742,0,10000,A,RENT,70000,22,0-15,0-8
14519,0,15000,A,MORTGAGE,55000,33,0-15,0-8
3557,0,10000,B,RENT,60000,32,0-15,11-13.5
28235,0,6600,D,MORTGAGE,32400,36,15-30,11-13.5
9303,0,4000,D,OWN,25062.24,22,0-15,13.5+
2944,0,14400,A,MORTGAGE,75000,23,0-15,0-8
28353,0,7500,A,RENT,40000,32,0-15,0-8
20644,0,4000,C,RENT,48000,31,0-15,13.5+
16758,0,4000,C,RENT,48000,28,0-15,13.5+
